"","transectId","originTagNum","end5mTagNum","plantID","x_Mike Bone, Stanton Schell","x_Arich Fruehling, Leah Veldhuisen","x_Geena Poulter, Michelle DePrenger-Levin","x_Michael Bone, Stanton Schell","x_Michael Guidi, Brooke Washburn, Syed Jalalzai","y_Mike Bone, Stanton Schell","y_Arich Fruehling, Leah Veldhuisen","y_Geena Poulter, Michelle DePrenger-Levin","y_Michael Bone, Stanton Schell","y_Michael Guidi, Brooke Washburn, Syed Jalalzai"
"798",20,1032,1006,424,NA,"0.81",NA,NA,NA,NA,"3.1",NA,NA,NA
"799",20,1032,1006,423,NA,"0.77",NA,NA,NA,NA,"3.15",NA,NA,NA
"800",20,1032,1006,425,NA,"0.83",NA,NA,NA,NA,"3.18",NA,NA,NA
"801",20,1032,1006,394,NA,"0.31",NA,NA,NA,NA,"3.22",NA,NA,NA
"802",20,1032,1006,389,NA,"0.25",NA,NA,NA,NA,"3.25",NA,NA,NA
"803",20,1032,1006,409,NA,"0.62",NA,NA,NA,NA,"3.36",NA,NA,NA
"804",20,1032,1006,405,NA,"0.55",NA,NA,NA,NA,"3.4",NA,NA,NA
"805",20,1032,1006,401,NA,"0.42",NA,NA,NA,NA,"3.45",NA,NA,NA
"806",20,1032,1006,396,NA,"0.34",NA,NA,NA,NA,"3.5",NA,NA,NA
"807",20,1032,1006,406,NA,"0.55",NA,NA,NA,NA,"3.59",NA,NA,NA
"808",20,1032,1006,421,NA,"0.75",NA,NA,NA,NA,"3.75",NA,NA,NA
"809",20,1032,1006,1134,NA,"0.85",NA,NA,NA,NA,"3.75",NA,NA,NA
"810",20,1032,1006,393,NA,"0.3",NA,NA,NA,NA,"3.9",NA,NA,NA
"811",20,1032,1006,403,NA,"0.53",NA,NA,NA,NA,"3.9",NA,NA,NA
"812",20,1032,1006,400,NA,"0.4",NA,NA,NA,NA,"3.95",NA,NA,NA
"813",20,1032,1006,417,NA,"0.74",NA,NA,NA,NA,"4",NA,NA,NA
"814",20,1032,1006,408,NA,"0.6",NA,NA,NA,NA,"4.05",NA,NA,NA
"815",20,1032,1006,410,NA,"0.64",NA,NA,NA,NA,"4.05",NA,NA,NA
"816",20,1032,1006,1135,NA,"0.81",NA,NA,NA,NA,"4.05",NA,NA,NA
"817",20,1032,1006,413,NA,"0.67",NA,NA,NA,NA,"4.1",NA,NA,NA
"818",20,1032,1006,385,NA,"0.17",NA,NA,NA,NA,"4.15",NA,NA,NA
"819",20,1032,1006,407,NA,"0.55",NA,NA,NA,NA,"4.15",NA,NA,NA
"820",20,1032,1006,412,NA,"0.66",NA,NA,NA,NA,"4.2",NA,NA,NA
"821",20,1032,1006,427,NA,"0.88",NA,NA,NA,NA,"4.2",NA,NA,NA
"822",20,1032,1006,390,NA,"0.25",NA,NA,NA,NA,"4.25",NA,NA,NA
"823",20,1032,1006,397,NA,"0.38",NA,NA,NA,NA,"4.3",NA,NA,NA
"824",20,1032,1006,422,NA,"0.75",NA,NA,NA,NA,"4.75",NA,NA,NA
"825",22,1157,1046,506,NA,NA,"0.19","0.19",NA,NA,NA,"0.1","0.1",NA
"826",22,1157,1046,505,NA,NA,"0.15","0.15",NA,NA,NA,"0.15","0.15",NA
"827",22,1157,1046,504,NA,NA,"0.14","0.14",NA,NA,NA,"0.21","0.21",NA
"828",22,1157,1046,508,NA,NA,"0.25","0.25",NA,NA,NA,"0.25","0.25",NA
"829",22,1157,1046,521,NA,NA,"0.75","0.75",NA,NA,NA,"0.75","0.75",NA
"830",22,1157,1046,513,NA,NA,"0.47","0.47",NA,NA,NA,"0.81","0.81",NA
"831",22,1157,1046,514,NA,NA,"0.47","0.47",NA,NA,NA,"0.82","0.82",NA
"832",22,1157,1046,512,NA,NA,"0.44","0.44",NA,NA,NA,"1.1","1.1",NA
"833",22,1157,1046,1232,NA,NA,"19",NA,NA,NA,NA,"1.2",NA,NA
"834",22,1157,1046,509,NA,NA,"0.25","0.25",NA,NA,NA,"1.25","1.25",NA
"835",22,1157,1046,1233,NA,NA,"0.19",NA,NA,NA,NA,"1.36",NA,NA
"836",22,1157,1046,522,NA,NA,"0.75","0.75",NA,NA,NA,"1.75","1.75",NA
"837",22,1157,1046,1234,NA,NA,"0.3",NA,NA,NA,NA,"1.9",NA,NA
"838",22,1157,1046,519,NA,NA,"0.72","0.72",NA,NA,NA,"1.93","1.93",NA
"839",22,1157,1046,520,NA,NA,"0.735","0.735",NA,NA,NA,"1.94","1.94",NA
"840",22,1157,1046,517,NA,NA,"0.61","0.61",NA,NA,NA,"2.05","2.05",NA
"841",22,1157,1046,518,NA,NA,"0.68","0.68",NA,NA,NA,"2.06","2.06",NA
"842",22,1157,1046,516,NA,NA,"0.53","0.53",NA,NA,NA,"2.12","2.12",NA
"843",22,1157,1046,503,NA,NA,"0.13","0.13",NA,NA,NA,"2.14","2.14",NA
"844",22,1157,1046,510,NA,NA,"0.25","0.25",NA,NA,NA,"2.25","2.25",NA
"845",22,1157,1046,1302,NA,NA,NA,"0.31",NA,NA,NA,NA,"2.35",NA
"846",22,1157,1046,523,NA,NA,"0.75","0.75",NA,NA,NA,"2.75","2.75",NA
"847",22,1157,1046,507,NA,NA,"0.21","0.21",NA,NA,NA,"3.25","3.25",NA
"848",22,1157,1046,1236,NA,NA,"0.6","0.58",NA,NA,NA,"3.25","3.25",NA
"849",22,1157,1046,1235,NA,NA,"0.09","0.1",NA,NA,NA,"3.3","3.3",NA
"850",22,1157,1046,1237,NA,NA,"0.45",NA,NA,NA,NA,"3.35",NA,NA
"851",22,1157,1046,1303,NA,NA,NA,"0.53",NA,NA,NA,NA,"3.35",NA
"852",22,1157,1046,524,NA,NA,"0.75","0.75",NA,NA,NA,"3.75","3.75",NA
"853",22,1157,1046,515,NA,NA,"0.48","0.48",NA,NA,NA,"4.11","4.11",NA
"854",22,1157,1046,511,NA,NA,"0.25","0.25",NA,NA,NA,"4.25","4.25",NA
"855",22,1157,1046,525,NA,NA,"0.75","0.75",NA,NA,NA,"4.75","4.75",NA
"856",23,1447,1104,533,NA,NA,"0.11",NA,"0.11",NA,NA,"0.08",NA,"0.08"
"857",23,1447,1104,529,NA,NA,"0.02",NA,"0.02",NA,NA,"0.11",NA,"0.11"
"858",23,1447,1104,1238,NA,NA,"0.16",NA,NA,NA,NA,"0.14",NA,NA
"859",23,1447,1104,1418,NA,NA,NA,NA,"0.115",NA,NA,NA,NA,"0.26"
"860",23,1447,1104,1419,NA,NA,NA,NA,"0.02",NA,NA,NA,NA,"0.325"
"861",23,1447,1104,1420,NA,NA,NA,NA,"0.305",NA,NA,NA,NA,"0.38"
"862",23,1447,1104,1239,NA,NA,"0.47",NA,NA,NA,NA,"0.4",NA,NA
"863",23,1447,1104,1240,NA,NA,"0.33",NA,NA,NA,NA,"0.45",NA,NA
"864",23,1447,1104,1421,NA,NA,NA,NA,"0.315",NA,NA,NA,NA,"0.49"
"865",23,1447,1104,1241,NA,NA,"0.23",NA,NA,NA,NA,"0.52",NA,NA
"866",23,1447,1104,557,NA,NA,"0.74",NA,"0.74",NA,NA,"0.53",NA,"0.53"
"867",23,1447,1104,549,NA,NA,"0.56",NA,"0.56",NA,NA,"0.55",NA,"0.55"
"868",23,1447,1104,565,NA,NA,"0.83",NA,"0.83",NA,NA,"0.7",NA,"0.7"
"869",23,1447,1104,1422,NA,NA,NA,NA,"0.055",NA,NA,NA,NA,"0.71"
"870",23,1447,1104,541,NA,NA,"0.35",NA,"0.35",NA,NA,"0.71",NA,"0.71"
"871",23,1447,1104,550,NA,NA,"0.6",NA,"0.6",NA,NA,"0.72",NA,"0.72"
"872",23,1447,1104,555,NA,NA,"0.7",NA,"0.7",NA,NA,"0.72",NA,"0.72"
"873",23,1447,1104,1423,NA,NA,NA,NA,"0.39",NA,NA,NA,NA,"0.74"
"874",23,1447,1104,1425,NA,NA,NA,NA,"0.097",NA,NA,NA,NA,"0.75"
"875",23,1447,1104,539,NA,NA,"0.27",NA,"0.27",NA,NA,"0.75",NA,"0.75"
"876",23,1447,1104,1424,NA,NA,NA,NA,"0.59",NA,NA,NA,NA,"0.75"
"877",23,1447,1104,1426,NA,NA,NA,NA,"0.1",NA,NA,NA,NA,"0.77"
"878",23,1447,1104,526,NA,NA,"0",NA,"0",NA,NA,"0.78",NA,"0.78"
"879",23,1447,1104,531,NA,NA,"0.1",NA,"0.1",NA,NA,"0.8",NA,"0.8"
"880",23,1447,1104,1427,NA,NA,NA,NA,"0.75",NA,NA,NA,NA,"1"
"881",23,1447,1104,560,NA,NA,"0.76",NA,"0.76",NA,NA,"1",NA,"1"
"882",23,1447,1104,564,NA,NA,"0.81",NA,"0.81",NA,NA,"1.05",NA,"1.05"
"883",23,1447,1104,1428,NA,NA,NA,NA,"0.61",NA,NA,NA,NA,"1.06"
"884",23,1447,1104,1429,NA,NA,NA,NA,"0.83",NA,NA,NA,NA,"1.11"
"885",23,1447,1104,1430,NA,NA,NA,NA,"0.52",NA,NA,NA,NA,"1.14"
"886",23,1447,1104,1431,NA,NA,NA,NA,"0.49",NA,NA,NA,NA,"1.16"
"887",23,1447,1104,547,NA,NA,"0.54",NA,"0.54",NA,NA,"1.17",NA,"1.17"
"888",23,1447,1104,566,NA,NA,"0.85",NA,"0.85",NA,NA,"1.22",NA,"1.22"
"889",23,1447,1104,1432,NA,NA,NA,NA,"0.55",NA,NA,NA,NA,"1.28"
"890",23,1447,1104,558,NA,NA,"0.74",NA,"0.74",NA,NA,"1.37",NA,"1.37"
"891",23,1447,1104,1433,NA,NA,NA,NA,"0.95",NA,NA,NA,NA,"1.41"
"892",23,1447,1104,1242,NA,NA,"0.95",NA,"0.93",NA,NA,"1.5",NA,"1.51"
"893",23,1447,1104,540,NA,NA,"0.33",NA,"0.33",NA,NA,"1.59",NA,"1.59"
"894",23,1447,1104,561,NA,NA,"0.76",NA,"0.76",NA,NA,"1.6",NA,"1.6"
"895",23,1447,1104,567,NA,NA,"0.86",NA,"0.86",NA,NA,"1.6",NA,"1.6"
"896",23,1447,1104,1434,NA,NA,NA,NA,"0.42",NA,NA,NA,NA,"1.65"
"897",23,1447,1104,556,NA,NA,"0.71",NA,"0.71",NA,NA,"1.65",NA,"1.65"
"898",23,1447,1104,551,NA,NA,"0.63",NA,"0.63",NA,NA,"1.71",NA,"1.71"
"899",23,1447,1104,530,NA,NA,"0.08",NA,"0.08",NA,NA,"1.95",NA,"1.95"
"900",23,1447,1104,552,NA,NA,"0.63",NA,"0.63",NA,NA,"1.99",NA,"1.99"
"901",23,1447,1104,543,NA,NA,"0.45",NA,"0.45",NA,NA,"2.05",NA,"2.05"
"902",23,1447,1104,548,NA,NA,"0.54",NA,"0.54",NA,NA,"2.06",NA,"2.06"
"903",23,1447,1104,568,NA,NA,"0.9",NA,"0.9",NA,NA,"2.07",NA,"2.07"
"904",23,1447,1104,1435,NA,NA,NA,NA,"0.96",NA,NA,NA,NA,"2.13"
"905",23,1447,1104,542,NA,NA,"0.39",NA,"0.39",NA,NA,"2.14",NA,"2.14"
"906",23,1447,1104,527,NA,NA,"0",NA,"0",NA,NA,"2.19",NA,"2.19"
"907",23,1447,1104,532,NA,NA,"0.1",NA,"0.1",NA,NA,"2.19",NA,"2.19"
"908",23,1447,1104,1436,NA,NA,NA,NA,"0.94",NA,NA,NA,NA,"2.4"
"909",23,1447,1104,528,NA,NA,"0.01",NA,"0.01",NA,NA,"2.41",NA,"2.41"
"910",23,1447,1104,544,NA,NA,"0.48",NA,"0.48",NA,NA,"2.45",NA,"2.45"
"911",23,1447,1104,563,NA,NA,"0.79",NA,"0.79",NA,NA,"2.58",NA,"2.58"
"912",23,1447,1104,545,NA,NA,"0.48",NA,"0.48",NA,NA,"2.6",NA,"2.6"
"913",23,1447,1104,536,NA,NA,"0.12",NA,"0.12",NA,NA,"2.78",NA,"2.78"
"914",23,1447,1104,534,NA,NA,"0.11",NA,"0.11",NA,NA,"2.88",NA,"2.88"
"915",23,1447,1104,1243,NA,NA,"0.32",NA,"0.31",NA,NA,"2.92",NA,"2.93"
"916",23,1447,1104,562,NA,NA,"0.77",NA,"0.77",NA,NA,"3.05",NA,"3.05"
"917",23,1447,1104,1437,NA,NA,NA,NA,"0.14",NA,NA,NA,NA,"3.09"
"918",23,1447,1104,1438,NA,NA,NA,NA,"0.98",NA,NA,NA,NA,"3.34"
"919",23,1447,1104,537,NA,NA,"0.2",NA,"0.2",NA,NA,"3.78",NA,"3.78"
"920",23,1447,1104,1439,NA,NA,NA,NA,"0.06",NA,NA,NA,NA,"3.79"
"921",23,1447,1104,538,NA,NA,"0.2",NA,"0.2",NA,NA,"3.85",NA,"3.85"
"922",23,1447,1104,546,NA,NA,"0.51",NA,"0.51",NA,NA,"3.85",NA,"3.85"
"923",23,1447,1104,1244,NA,NA,"0.75",NA,"0.74",NA,NA,"4.03",NA,"4.05"
"924",23,1447,1104,553,NA,NA,"0.67",NA,"0.67",NA,NA,"4.1",NA,"4.1"
"925",23,1447,1104,1440,NA,NA,NA,NA,"0.38",NA,NA,NA,NA,"4.17"
"926",23,1447,1104,1441,NA,NA,NA,NA,"0.59",NA,NA,NA,NA,"4.2"
"927",23,1447,1104,559,NA,NA,"0.75",NA,"0.75",NA,NA,"4.2",NA,"4.2"
"928",23,1447,1104,554,NA,NA,"0.68",NA,"0.68",NA,NA,"4.36",NA,"4.36"
"929",23,1447,1104,1442,NA,NA,NA,NA,"0.77",NA,NA,NA,NA,"4.51"
"930",23,1447,1104,535,NA,NA,"0.11",NA,"0.11",NA,NA,"4.6",NA,"4.6"
"931",23,1447,1104,1443,NA,NA,NA,NA,"0.51",NA,NA,NA,NA,"4.75"
"932",23,1447,1104,1245,NA,NA,"0.85",NA,NA,NA,NA,"4.81",NA,NA
"933",23,1447,1104,1444,NA,NA,NA,NA,"0.87",NA,NA,NA,NA,"4.84"
"934",24,1067,1136,571,NA,NA,"0.25","0.25",NA,NA,NA,"0.25","0.25",NA
"935",24,1067,1136,578,NA,NA,"0.75","0.75",NA,NA,NA,"0.75","0.75",NA
"936",24,1067,1136,570,NA,NA,"0.2","0.2",NA,NA,NA,"1.25","1.25",NA
"937",24,1067,1136,1246,NA,NA,"0.2",NA,NA,NA,NA,"1.65",NA,NA
"938",24,1067,1136,579,NA,NA,"0.75","0.75",NA,NA,NA,"1.75","1.75",NA
"939",24,1067,1136,572,NA,NA,"0.25","0.25",NA,NA,NA,"2.25","2.25",NA
"940",24,1067,1136,576,NA,NA,"0.55","0.55",NA,NA,NA,"2.35","2.35",NA
"941",24,1067,1136,1247,NA,NA,"0.5",NA,NA,NA,NA,"2.7",NA,NA
"942",24,1067,1136,580,NA,NA,"0.75","0.75",NA,NA,NA,"2.75","2.75",NA
"943",24,1067,1136,575,NA,NA,"0.49","0.49",NA,NA,NA,"3.05","3.05",NA
"944",24,1067,1136,577,NA,NA,"0.57","0.57",NA,NA,NA,"3.15","3.15",NA
"945",24,1067,1136,1304,NA,NA,NA,"0.69",NA,NA,NA,NA,"3.15",NA
"946",24,1067,1136,573,NA,NA,"0.25","0.25",NA,NA,NA,"3.25","3.25",NA
"947",24,1067,1136,581,NA,NA,"0.75","0.75",NA,NA,NA,"3.75","3.75",NA
"948",24,1067,1136,569,NA,NA,"0.12","0.12",NA,NA,NA,"3.8","3.8",NA
"949",24,1067,1136,1305,NA,NA,NA,"0.41",NA,NA,NA,NA,"4.15",NA
"950",24,1067,1136,574,NA,NA,"0.25","0.25",NA,NA,NA,"4.25","4.25",NA
"951",24,1067,1136,582,NA,NA,"0.75","0.75",NA,NA,NA,"4.75","4.75",NA
"952",25,1062,1140,587,NA,NA,"0.5",NA,NA,NA,NA,"1.4",NA,NA
"953",25,1062,1140,590,NA,NA,"0.71; 0.81; 0.86; 0.71; 0.97; 0.62; 0.72; 0.56; 0.54; 0.71; 0.96; 0.68; 0.56; 0.82",NA,NA,NA,NA,"1.49; 1.81; 2.65; 2.78; 2.95; 3.29; 3.45; 3.51; 3.88; 3.97; 4.1; 4.11; 4.79; 4.82",NA,NA
"954",25,1062,1140,1248,NA,NA,"0.39",NA,NA,NA,NA,"2.74",NA,NA
"955",25,1062,1140,584,NA,NA,"0.47",NA,NA,NA,NA,"2.8",NA,NA
"956",25,1062,1140,589,NA,NA,"0.53",NA,NA,NA,NA,"2.9",NA,NA
"957",25,1062,1140,586,NA,NA,"0.49",NA,NA,NA,NA,"2.96",NA,NA
"958",25,1062,1140,583,NA,NA,"0.24",NA,NA,NA,NA,"3.48",NA,NA
"959",25,1062,1140,588,NA,NA,"0.5",NA,NA,NA,NA,"3.68",NA,NA
"960",25,1062,1140,585,NA,NA,"0.48",NA,NA,NA,NA,"4",NA,NA
"961",26,1405,1010,613,NA,"0.66",NA,"0.66",NA,NA,"0.07",NA,"0.07",NA
"962",26,1405,1010,604,NA,"0.055",NA,"0.055",NA,NA,"0.1",NA,"0.1",NA
"963",26,1405,1010,605,NA,"0.08",NA,"0.08",NA,NA,"0.1",NA,"0.1",NA
"964",26,1405,1010,612,NA,"0.28",NA,"0.28",NA,NA,"0.105",NA,"0.105",NA
"965",26,1405,1010,607,NA,"0.25",NA,"0.25",NA,NA,"0.25",NA,"0.25",NA
"966",26,1405,1010,614,NA,"0.75",NA,"0.75",NA,NA,"0.75",NA,"0.75",NA
"967",26,1405,1010,608,NA,"0.25",NA,"0.25",NA,NA,"1.25",NA,"1.25",NA
"968",26,1405,1010,615,NA,"0.75",NA,"0.75",NA,NA,"1.75",NA,"1.75",NA
"969",26,1405,1010,606,NA,"0.22",NA,"0.22",NA,NA,"1.78",NA,"1.78",NA
"970",26,1405,1010,609,NA,"0.25",NA,"0.25",NA,NA,"2.25",NA,"2.25",NA
"971",26,1405,1010,616,NA,"0.75",NA,"0.75",NA,NA,"2.75",NA,"2.75",NA
"972",26,1405,1010,1306,NA,NA,NA,"0.68",NA,NA,NA,NA,"2.96",NA
"973",26,1405,1010,610,NA,"0.25",NA,"0.25",NA,NA,"3.17",NA,"3.17",NA
"974",26,1405,1010,617,NA,"0.75",NA,"0.75",NA,NA,"3.75",NA,"3.75",NA
"975",26,1405,1010,1136,NA,"0.25",NA,"0.23",NA,NA,"4.1",NA,"4.1",NA
"976",26,1405,1010,611,NA,"0.25",NA,"0.25",NA,NA,"4.25",NA,"4.25",NA
"977",26,1405,1010,618,NA,"0.75",NA,"0.75",NA,NA,"4.75",NA,"4.75",NA
"978",26,1405,1010,1307,NA,NA,NA,"0.07",NA,NA,NA,NA,"4.9",NA
"979",27,292,1016,620,NA,"0.15",NA,"0.15",NA,NA,"0.01",NA,"0.01",NA
"980",27,292,1016,1137,NA,"0.26",NA,NA,NA,NA,"0.3",NA,NA,NA
"981",27,292,1016,1138,NA,"0.23",NA,"0.25",NA,NA,"0.75",NA,"0.74",NA
"982",27,292,1016,625,NA,"0.44",NA,"0.44",NA,NA,"0.74",NA,"0.74",NA
"983",27,292,1016,1141,NA,"0.17",NA,NA,NA,NA,"1.12",NA,NA,NA
"984",27,292,1016,623,NA,"0.26",NA,"0.26",NA,NA,"1.24",NA,"1.24",NA
"985",27,292,1016,1140,NA,"0.06",NA,NA,NA,NA,"1.26",NA,NA,NA
"986",27,292,1016,1308,NA,NA,NA,"0.46",NA,NA,NA,NA,"1.26",NA
"987",27,292,1016,619,NA,"0.05",NA,"0.05",NA,NA,"1.33",NA,"1.33",NA
"988",27,292,1016,1139,NA,"0.46",NA,NA,NA,NA,"1.33",NA,NA,NA
"989",27,292,1016,622,NA,"0.25",NA,"0.25",NA,NA,"1.44",NA,"1.44",NA
"990",27,292,1016,621,NA,"0.21",NA,"0.21",NA,NA,"1.49",NA,"1.49",NA
"991",27,292,1016,629,NA,"0.58",NA,"0.58",NA,NA,"2.6",NA,"2.6",NA
"992",27,292,1016,624,NA,"0.39",NA,"0.39",NA,NA,"2.88",NA,"2.88",NA
"993",27,292,1016,1142,NA,"0.12",NA,"0.11",NA,NA,"3",NA,"3",NA
"994",27,292,1016,1309,NA,NA,NA,"0.56",NA,NA,NA,NA,"3.05",NA
"995",27,292,1016,626,NA,"0.46",NA,"0.46",NA,NA,"3.09",NA,"3.09",NA
"996",27,292,1016,1143,NA,"0.12",NA,NA,NA,NA,"3.28",NA,NA,NA
"997",27,292,1016,1144,NA,"0.74",NA,NA,NA,NA,"3.3",NA,NA,NA
"998",27,292,1016,1145,NA,"0.65",NA,NA,NA,NA,"3.49",NA,NA,NA
"999",27,292,1016,627,NA,"0.51",NA,"0.51",NA,NA,"3.5",NA,"3.5",NA
"1000",27,292,1016,628,NA,"0.57",NA,"0.57",NA,NA,"3.6",NA,"3.6",NA
"1001",27,292,1016,1146,NA,"0.68",NA,NA,NA,NA,"3.6",NA,NA,NA
"1002",27,292,1016,1310,NA,NA,NA,"0.57",NA,NA,NA,NA,"3.61",NA
"1003",27,292,1016,1311,NA,NA,NA,"0.63",NA,NA,NA,NA,"3.61",NA
"1004",27,292,1016,1147,NA,"0.86",NA,NA,NA,NA,"3.78",NA,NA,NA
"1005",27,292,1016,1312,NA,NA,NA,"0.36",NA,NA,NA,NA,"3.8",NA
"1006",27,292,1016,1148,NA,"0.42",NA,NA,NA,NA,"3.8",NA,NA,NA
"1007",27,292,1016,1149,NA,"0.11",NA,NA,NA,NA,"4.1",NA,NA,NA
"1008",27,292,1016,1313,NA,NA,NA,"0.05",NA,NA,NA,NA,"4.11",NA
"1009",27,292,1016,1150,NA,"0.78",NA,NA,NA,NA,"4.18",NA,NA,NA
"1010",27,292,1016,1314,NA,NA,NA,"0.72",NA,NA,NA,NA,"4.27",NA
"1011",27,292,1016,1151,NA,"0.31",NA,NA,NA,NA,"4.29",NA,NA,NA
"1012",27,292,1016,1315,NA,NA,NA,"0.08",NA,NA,NA,NA,"4.55",NA
"1013",27,292,1016,1152,NA,"0.17",NA,NA,NA,NA,"4.55",NA,NA,NA
"1014",28,1087,1083,634,NA,NA,"0.4","0.4",NA,NA,NA,"0.42","0.42",NA
"1015",28,1087,1083,635,NA,NA,"0.75","0.75",NA,NA,NA,"0.75","0.75",NA
"1016",28,1087,1083,630,NA,NA,"0.25","0.25",NA,NA,NA,"1.25","1.25",NA
"1017",28,1087,1083,636,NA,NA,"0.75","0.75",NA,NA,NA,"1.75","1.75",NA
"1018",28,1087,1083,631,NA,NA,"0.25","0.25",NA,NA,NA,"2.25","2.25",NA
"1019",28,1087,1083,637,NA,NA,"0.75","0.75",NA,NA,NA,"2.75","2.75",NA
"1020",28,1087,1083,632,NA,NA,"0.25","0.25",NA,NA,NA,"3.25","3.25",NA
"1021",28,1087,1083,638,NA,NA,"0.75","0.75",NA,NA,NA,"3.75","3.75",NA
"1022",28,1087,1083,633,NA,NA,"0.25","0.25",NA,NA,NA,"4.25","4.25",NA
"1023",28,1087,1083,639,NA,NA,"0.75","0.75",NA,NA,NA,"4.75","4.75",NA
"1024",29,1418,1096,646,NA,NA,"0.46","0.46",NA,NA,NA,"0.12","0.12",NA
"1025",29,1418,1096,655,NA,NA,"0.75","0.75",NA,NA,NA,"0.26","0.26",NA
"1026",29,1418,1096,651,NA,NA,"0.61","0.61",NA,NA,NA,"0.46","0.46",NA
"1027",29,1418,1096,653,NA,NA,"0.72","0.72",NA,NA,NA,"0.47","0.47",NA
"1028",29,1418,1096,1249,NA,NA,"0.11",NA,NA,NA,NA,"0.55",NA,NA
"1029",29,1418,1096,640,NA,NA,"0.1","0.1",NA,NA,NA,"0.76","0.76",NA
"1030",29,1418,1096,642,NA,NA,"0.24","0.24",NA,NA,NA,"0.77","0.77",NA
"1031",29,1418,1096,641,NA,NA,"0.17","0.17",NA,NA,NA,"0.86","0.86",NA
"1032",29,1418,1096,645,NA,NA,"0.42","0.42",NA,NA,NA,"1.55","1.55",NA
"1033",29,1418,1096,648,NA,NA,"0.48","0.48",NA,NA,NA,"1.67","1.67",NA
"1034",29,1418,1096,652,NA,NA,"0.71","0.71",NA,NA,NA,"1.69","1.69",NA
"1035",29,1418,1096,656,NA,NA,"0.75","0.75",NA,NA,NA,"1.99","1.99",NA
"1036",29,1418,1096,649,NA,NA,"0.49","0.49",NA,NA,NA,"2.65","2.65",NA
"1037",29,1418,1096,647,NA,NA,"0.46","0.46",NA,NA,NA,"3.29","3.29",NA
"1038",29,1418,1096,650,NA,NA,"0.52","0.52",NA,NA,NA,"3.39","3.39",NA
"1039",29,1418,1096,1250,NA,NA,"0.5",NA,NA,NA,NA,"3.4",NA,NA
"1040",29,1418,1096,1251,NA,NA,"0.28","0.3",NA,NA,NA,"3.6","3.59",NA
"1041",29,1418,1096,644,NA,NA,"0.4","0.4",NA,NA,NA,"3.6","3.6",NA
"1042",29,1418,1096,654,NA,NA,"0.72","0.72",NA,NA,NA,"3.6","3.6",NA
"1043",29,1418,1096,1316,NA,NA,NA,"0.76",NA,NA,NA,NA,"3.66",NA
"1044",29,1418,1096,643,NA,NA,"0.3","0.3",NA,NA,NA,"4.22","4.22",NA
"1045",29,1418,1096,1317,NA,NA,NA,"0.63",NA,NA,NA,NA,"4.63",NA
"1046",30,1030,1089,657,NA,"0.25",NA,"0.25",NA,NA,"0.25",NA,"0.25",NA
"1047",30,1030,1089,662,NA,"0.75",NA,"0.75",NA,NA,"0.75",NA,"0.75",NA
"1048",30,1030,1089,658,NA,"0.25",NA,"0.25",NA,NA,"1.25",NA,"1.25",NA
"1049",30,1030,1089,663,NA,"0.75",NA,"0.75",NA,NA,"1.75",NA,"1.75",NA
"1050",30,1030,1089,659,NA,"0.25",NA,"0.25",NA,NA,"2.25",NA,"2.25",NA
"1051",30,1030,1089,664,NA,"0.75",NA,"0.75",NA,NA,"2.75",NA,"2.75",NA
"1052",30,1030,1089,660,NA,"0.25",NA,"0.25",NA,NA,"3.25",NA,"3.25",NA
"1053",30,1030,1089,665,NA,"0.75",NA,"0.75",NA,NA,"3.75",NA,"3.75",NA
"1054",30,1030,1089,661,NA,"0.25",NA,"0.25",NA,NA,"4.25",NA,"4.25",NA
"1055",30,1030,1089,666,NA,"0.75",NA,"0.75",NA,NA,"4.75",NA,"4.75",NA
"1056",31,1018,1153,690,NA,"0.63",NA,NA,NA,NA,"0.01",NA,NA,NA
"1057",31,1018,1153,693,NA,"0.89",NA,NA,NA,NA,"0.19",NA,NA,NA
"1058",31,1018,1153,1154,NA,"0.92",NA,NA,NA,NA,"0.2",NA,NA,NA
"1059",31,1018,1153,682,NA,"0.4",NA,NA,NA,NA,"0.23",NA,NA,NA
"1060",31,1018,1153,669,NA,"0.2",NA,NA,NA,NA,"0.35",NA,NA,NA
"1061",31,1018,1153,672,NA,"0.26",NA,NA,NA,NA,"0.49",NA,NA,NA
"1062",31,1018,1153,685,NA,"0.44",NA,NA,NA,NA,"0.55",NA,NA,NA
"1063",31,1018,1153,676,NA,"0.32",NA,NA,NA,NA,"0.75",NA,NA,NA
"1064",31,1018,1153,671,NA,"0.24",NA,NA,NA,NA,"0.89",NA,NA,NA
"1065",31,1018,1153,677,NA,"0.32",NA,NA,NA,NA,"0.94",NA,NA,NA
"1066",31,1018,1153,689,NA,"0.58",NA,NA,NA,NA,"1.02",NA,NA,NA
"1067",31,1018,1153,692,NA,"0.76",NA,NA,NA,NA,"1.19",NA,NA,NA
"1068",31,1018,1153,679,NA,"0.33",NA,NA,NA,NA,"1.52",NA,NA,NA
"1069",31,1018,1153,687,NA,"0.53",NA,NA,NA,NA,"1.53",NA,NA,NA
"1070",31,1018,1153,680,NA,"0.37",NA,NA,NA,NA,"1.65",NA,NA,NA
"1071",31,1018,1153,688,NA,"0.54",NA,NA,NA,NA,"1.71",NA,NA,NA
"1072",31,1018,1153,691,NA,"0.72",NA,NA,NA,NA,"1.71",NA,NA,NA
"1073",31,1018,1153,667,NA,"0.05",NA,NA,NA,NA,"1.72",NA,NA,NA
