"","transectId","originTagNum","end5mTagNum","plantID","x_Mike Bone, Stanton Schell","x_Arich Fruehling, Leah Veldhuisen","x_Geena Poulter, Michelle DePrenger-Levin","x_Michael Bone, Stanton Schell","x_Michael Guidi, Brooke Washburn, Syed Jalalzai","y_Mike Bone, Stanton Schell","y_Arich Fruehling, Leah Veldhuisen","y_Geena Poulter, Michelle DePrenger-Levin","y_Michael Bone, Stanton Schell","y_Michael Guidi, Brooke Washburn, Syed Jalalzai"
"1357",37,1005,1015,895,NA,NA,"0.57","0.57",NA,NA,NA,"2.28","2.28",NA
"1358",37,1005,1015,846,NA,NA,"0.22","0.22",NA,NA,NA,"2.32","2.32",NA
"1359",37,1005,1015,1350,NA,NA,NA,"0.22",NA,NA,NA,NA,"2.33",NA
"1360",37,1005,1015,876,NA,NA,"0.37","0.37",NA,NA,NA,"2.36","2.36",NA
"1361",37,1005,1015,872,NA,NA,"0.34","0.34",NA,NA,NA,"2.41","2.41",NA
"1362",37,1005,1015,913,NA,NA,"0.8","0.8",NA,NA,NA,"2.46","2.46",NA
"1363",37,1005,1015,921,NA,NA,"0.91","0.91",NA,NA,NA,"2.52","2.52",NA
"1364",37,1005,1015,904,NA,NA,"0.71","0.71",NA,NA,NA,"2.56","2.56",NA
"1365",37,1005,1015,855,NA,NA,"0.24","0.24",NA,NA,NA,"2.59","2.59",NA
"1366",37,1005,1015,877,NA,NA,"0.37","0.37",NA,NA,NA,"2.59","2.59",NA
"1367",37,1005,1015,886,NA,NA,"0.47","0.47",NA,NA,NA,"2.63","2.63",NA
"1368",37,1005,1015,891,NA,NA,"0.51","0.51",NA,NA,NA,"2.7","2.7",NA
"1369",37,1005,1015,924,NA,NA,"0.93","0.93",NA,NA,NA,"2.7","2.7",NA
"1370",37,1005,1015,830,NA,NA,"0.08","0.08",NA,NA,NA,"2.71","2.71",NA
"1371",37,1005,1015,866,NA,NA,"0.3","0.3",NA,NA,NA,"2.73","2.73",NA
"1372",37,1005,1015,907,NA,NA,"0.75","0.75",NA,NA,NA,"2.73","2.73",NA
"1373",37,1005,1015,847,NA,NA,"0.22","0.22",NA,NA,NA,"2.74","2.74",NA
"1374",37,1005,1015,923,NA,NA,"0.92","0.92",NA,NA,NA,"2.79","2.79",NA
"1375",37,1005,1015,1275,NA,NA,"0.76",NA,NA,NA,NA,"2.8",NA,NA
"1376",37,1005,1015,865,NA,NA,"0.29","0.29",NA,NA,NA,"2.84","2.84",NA
"1377",37,1005,1015,905,NA,NA,"0.72","0.72",NA,NA,NA,"2.87","2.87",NA
"1378",37,1005,1015,878,NA,NA,"0.39","0.39",NA,NA,NA,"2.89","2.89",NA
"1379",37,1005,1015,926,NA,NA,"0.94","0.94",NA,NA,NA,"2.91","2.91",NA
"1380",37,1005,1015,917,NA,NA,"0.88","0.88",NA,NA,NA,"2.97","2.97",NA
"1381",37,1005,1015,859,NA,NA,"0.26","0.26",NA,NA,NA,"3.02","3.02",NA
"1382",37,1005,1015,902,NA,NA,"0.7","0.7",NA,NA,NA,"3.06","3.06",NA
"1383",37,1005,1015,828,NA,NA,"0.05","0.05",NA,NA,NA,"3.09","3.09",NA
"1384",37,1005,1015,1276,NA,NA,"0.67",NA,NA,NA,NA,"3.1",NA,NA
"1385",37,1005,1015,835,NA,NA,"0.12","0.12",NA,NA,NA,"3.12","3.12",NA
"1386",37,1005,1015,908,NA,NA,"0.75","0.75",NA,NA,NA,"3.13","3.13",NA
"1387",37,1005,1015,1279,NA,NA,"0.25",NA,NA,NA,NA,"3.15",NA,NA
"1388",37,1005,1015,848,NA,NA,"0.22","0.22",NA,NA,NA,"3.19","3.19",NA
"1389",37,1005,1015,900,NA,NA,"0.67","0.67",NA,NA,NA,"3.19","3.19",NA
"1390",37,1005,1015,1277,NA,NA,"0.17",NA,NA,NA,NA,"3.2",NA,NA
"1391",37,1005,1015,1278,NA,NA,"0.25",NA,NA,NA,NA,"3.2",NA,NA
"1392",37,1005,1015,871,NA,NA,"0.33","0.33",NA,NA,NA,"3.25","3.25",NA
"1393",37,1005,1015,897,NA,NA,"0.62","0.62",NA,NA,NA,"3.25","3.25",NA
"1394",37,1005,1015,839,NA,NA,"0.13","0.13",NA,NA,NA,"3.26","3.26",NA
"1395",37,1005,1015,851,NA,NA,"0.23","0.23",NA,NA,NA,"3.28","3.28",NA
"1396",37,1005,1015,922,NA,NA,"0.91","0.91",NA,NA,NA,"3.32","3.32",NA
"1397",37,1005,1015,911,NA,NA,"0.78","0.78",NA,NA,NA,"3.38","3.38",NA
"1398",37,1005,1015,896,NA,NA,"0.57","0.57",NA,NA,NA,"3.39","3.39",NA
"1399",37,1005,1015,887,NA,NA,"0.47","0.47",NA,NA,NA,"3.46","3.46",NA
"1400",37,1005,1015,843,NA,NA,"0.19","0.19",NA,NA,NA,"3.5","3.5",NA
"1401",37,1005,1015,849,NA,NA,"0.22","0.22",NA,NA,NA,"3.76","3.76",NA
"1402",37,1005,1015,916,NA,NA,"0.85","0.85",NA,NA,NA,"3.78","3.78",NA
"1403",37,1005,1015,888,NA,NA,"0.49","0.49",NA,NA,NA,"3.82","3.82",NA
"1404",37,1005,1015,915,NA,NA,"0.82","0.82",NA,NA,NA,"3.83","3.83",NA
"1405",37,1005,1015,857,NA,NA,"0.25","0.25",NA,NA,NA,"3.85","3.85",NA
"1406",37,1005,1015,893,NA,NA,"0.55","0.55",NA,NA,NA,"3.88","3.88",NA
"1407",37,1005,1015,842,NA,NA,"0.18","0.18",NA,NA,NA,"3.9","3.9",NA
"1408",37,1005,1015,1280,NA,NA,"0.2",NA,NA,NA,NA,"3.92",NA,NA
"1409",37,1005,1015,860,NA,NA,"0.27","0.27",NA,NA,NA,"3.92","3.92",NA
"1410",37,1005,1015,899,NA,NA,"0.65","0.65",NA,NA,NA,"3.94","3.94",NA
"1411",37,1005,1015,883,NA,NA,"0.42","0.42",NA,NA,NA,"4.04","4.04",NA
"1412",37,1005,1015,892,NA,NA,"0.52","0.52",NA,NA,NA,"4.04","4.04",NA
"1413",37,1005,1015,912,NA,NA,"0.78","0.78",NA,NA,NA,"4.1","4.1",NA
"1414",37,1005,1015,831,NA,NA,"0.09","0.09",NA,NA,NA,"4.12","4.12",NA
"1415",37,1005,1015,827,NA,NA,"0.04","0.04",NA,NA,NA,"4.34","4.34",NA
"1416",37,1005,1015,1281,NA,NA,"0.5",NA,NA,NA,NA,"4.35",NA,NA
"1417",37,1005,1015,894,NA,NA,"0.55","0.55",NA,NA,NA,"4.47","4.47",NA
"1418",37,1005,1015,856,NA,NA,"0.24","0.24",NA,NA,NA,"4.49","4.49",NA
"1419",37,1005,1015,1282,NA,NA,"0.3",NA,NA,NA,NA,"4.55",NA,NA
"1420",37,1005,1015,836,NA,NA,"0.12","0.12",NA,NA,NA,"4.6","4.6",NA
"1421",37,1005,1015,909,NA,NA,"0.76","0.76",NA,NA,NA,"4.6","4.6",NA
"1422",37,1005,1015,1283,NA,NA,"0",NA,NA,NA,NA,"4.7",NA,NA
"1423",37,1005,1015,826,NA,NA,"0.01","0.01",NA,NA,NA,"4.81","4.81",NA
"1424",38,1077,1043,949,NA,"0.27",NA,NA,NA,NA,"0",NA,NA,NA
"1425",38,1077,1043,939,NA,"0.175",NA,NA,NA,NA,"0.1",NA,NA,NA
"1426",38,1077,1043,1184,NA,"0.48",NA,NA,NA,NA,"0.13",NA,NA,NA
"1427",38,1077,1043,938,NA,"0.16",NA,NA,NA,NA,"0.14",NA,NA,NA
"1428",38,1077,1043,1185,NA,"0.96",NA,NA,NA,NA,"0.2",NA,NA,NA
"1429",38,1077,1043,944,NA,"0.25",NA,NA,NA,NA,"0.25",NA,NA,NA
"1430",38,1077,1043,967,NA,"0.57",NA,NA,NA,NA,"0.28",NA,NA,NA
"1431",38,1077,1043,968,NA,"0.57",NA,NA,NA,NA,"0.3",NA,NA,NA
"1432",38,1077,1043,942,NA,"0.21",NA,NA,NA,NA,"0.4",NA,NA,NA
"1433",38,1077,1043,988,NA,"0.92",NA,NA,NA,NA,"0.53",NA,NA,NA
"1434",38,1077,1043,971,NA,"0.64",NA,NA,NA,NA,"0.56",NA,NA,NA
"1435",38,1077,1043,1186,NA,"0.92",NA,NA,NA,NA,"0.57",NA,NA,NA
"1436",38,1077,1043,969,NA,"0.59",NA,NA,NA,NA,"0.59",NA,NA,NA
"1437",38,1077,1043,978,NA,"0.73",NA,NA,NA,NA,"0.59",NA,NA,NA
"1438",38,1077,1043,963,NA,"0.48",NA,NA,NA,NA,"0.6",NA,NA,NA
"1439",38,1077,1043,981,NA,"0.75",NA,NA,NA,NA,"0.75",NA,NA,NA
"1440",38,1077,1043,940,NA,"0.19",NA,NA,NA,NA,"0.81",NA,NA,NA
"1441",38,1077,1043,930,NA,"0.03",NA,NA,NA,NA,"0.85",NA,NA,NA
"1442",38,1077,1043,931,NA,"0.03",NA,NA,NA,NA,"1",NA,NA,NA
"1443",38,1077,1043,1187,NA,"0.58",NA,NA,NA,NA,"1.04",NA,NA,NA
"1444",38,1077,1043,977,NA,"0.7",NA,NA,NA,NA,"1.2",NA,NA,NA
"1445",38,1077,1043,1188,NA,"0.3",NA,NA,NA,NA,"1.24",NA,NA,NA
"1446",38,1077,1043,960,NA,"0.42",NA,NA,NA,NA,"1.24",NA,NA,NA
"1447",38,1077,1043,945,NA,"0.25",NA,NA,NA,NA,"1.41",NA,NA,NA
"1448",38,1077,1043,1192,NA,"0.58",NA,NA,NA,NA,"1.54",NA,NA,NA
"1449",38,1077,1043,1190,NA,"0.72",NA,NA,NA,NA,"1.54",NA,NA,NA
"1450",38,1077,1043,1191,NA,"0.77",NA,NA,NA,NA,"1.54",NA,NA,NA
"1451",38,1077,1043,951,NA,"0.28",NA,NA,NA,NA,"1.55",NA,NA,NA
"1452",38,1077,1043,1189,NA,"0.65",NA,NA,NA,NA,"1.55",NA,NA,NA
"1453",38,1077,1043,962,NA,"0.45",NA,NA,NA,NA,"1.57",NA,NA,NA
"1454",38,1077,1043,954,NA,"0.32",NA,NA,NA,NA,"1.61",NA,NA,NA
"1455",38,1077,1043,1193,NA,"0.47",NA,NA,NA,NA,"1.65",NA,NA,NA
"1456",38,1077,1043,965,NA,"0.55",NA,NA,NA,NA,"1.7",NA,NA,NA
"1457",38,1077,1043,979,NA,"0.74",NA,NA,NA,NA,"1.72",NA,NA,NA
"1458",38,1077,1043,1194,NA,"0.11",NA,NA,NA,NA,"1.75",NA,NA,NA
"1459",38,1077,1043,982,NA,"0.75",NA,NA,NA,NA,"1.75",NA,NA,NA
"1460",38,1077,1043,980,NA,"0.74",NA,NA,NA,NA,"1.77",NA,NA,NA
"1461",38,1077,1043,987,NA,"0.85",NA,NA,NA,NA,"1.9",NA,NA,NA
"1462",38,1077,1043,986,NA,"0.79",NA,NA,NA,NA,"1.91",NA,NA,NA
"1463",38,1077,1043,952,NA,"0.28",NA,NA,NA,NA,"2.07",NA,NA,NA
"1464",38,1077,1043,989,NA,"0.92",NA,NA,NA,NA,"2.1",NA,NA,NA
"1465",38,1077,1043,946,NA,"0.25",NA,NA,NA,NA,"2.25",NA,NA,NA
"1466",38,1077,1043,950,NA,"0.27",NA,NA,NA,NA,"2.29",NA,NA,NA
"1467",38,1077,1043,936,NA,"0.12",NA,NA,NA,NA,"2.46",NA,NA,NA
"1468",38,1077,1043,1195,NA,"0.68",NA,NA,NA,NA,"2.48",NA,NA,NA
"1469",38,1077,1043,929,NA,"0.02",NA,NA,NA,NA,"2.58",NA,NA,NA
"1470",38,1077,1043,1196,NA,"0.47",NA,NA,NA,NA,"2.65",NA,NA,NA
"1471",38,1077,1043,983,NA,"0.75",NA,NA,NA,NA,"2.75",NA,NA,NA
"1472",38,1077,1043,1197,NA,"0.02",NA,NA,NA,NA,"3.02",NA,NA,NA
"1473",38,1077,1043,932,NA,"0.04",NA,NA,NA,NA,"3.14",NA,NA,NA
"1474",38,1077,1043,976,NA,"0.68",NA,NA,NA,NA,"3.15",NA,NA,NA
"1475",38,1077,1043,934,NA,"0.1",NA,NA,NA,NA,"3.16",NA,NA,NA
"1476",38,1077,1043,966,NA,"0.55",NA,NA,NA,NA,"3.16",NA,NA,NA
"1477",38,1077,1043,947,NA,"0.25",NA,NA,NA,NA,"3.25",NA,NA,NA
"1478",38,1077,1043,935,NA,"0.11",NA,NA,NA,NA,"3.38",NA,NA,NA
"1479",38,1077,1043,1198,NA,"0.02",NA,NA,NA,NA,"3.4",NA,NA,NA
"1480",38,1077,1043,992,NA,"0.99",NA,NA,NA,NA,"3.4",NA,NA,NA
"1481",38,1077,1043,955,NA,"0.33",NA,NA,NA,NA,"3.6",NA,NA,NA
"1482",38,1077,1043,964,NA,"0.53",NA,NA,NA,NA,"3.61",NA,NA,NA
"1483",38,1077,1043,957,NA,"0.38",NA,NA,NA,NA,"3.63",NA,NA,NA
"1484",38,1077,1043,984,NA,"0.75",NA,NA,NA,NA,"3.75",NA,NA,NA
"1485",38,1077,1043,933,NA,"0.08",NA,NA,NA,NA,"3.79",NA,NA,NA
"1486",38,1077,1043,941,NA,"0.19",NA,NA,NA,NA,"3.82",NA,NA,NA
"1487",38,1077,1043,972,NA,"0.64",NA,NA,NA,NA,"3.82",NA,NA,NA
"1488",38,1077,1043,973,NA,"0.67",NA,NA,NA,NA,"4.12",NA,NA,NA
"1489",38,1077,1043,1199,NA,"0.35",NA,NA,NA,NA,"4.16",NA,NA,NA
"1490",38,1077,1043,1200,NA,"0.42",NA,NA,NA,NA,"4.16",NA,NA,NA
"1491",38,1077,1043,990,NA,"0.94",NA,NA,NA,NA,"4.18",NA,NA,NA
"1492",38,1077,1043,948,NA,"0.25",NA,NA,NA,NA,"4.25",NA,NA,NA
"1493",38,1077,1043,937,NA,"0.13",NA,NA,NA,NA,"4.42",NA,NA,NA
"1494",38,1077,1043,956,NA,"0.34",NA,NA,NA,NA,"4.5",NA,NA,NA
"1495",38,1077,1043,1201,NA,"0.44",NA,NA,NA,NA,"4.5",NA,NA,NA
"1496",38,1077,1043,974,NA,"0.67",NA,NA,NA,NA,"4.56",NA,NA,NA
"1497",38,1077,1043,928,NA,"0",NA,NA,NA,NA,"4.57",NA,NA,NA
"1498",38,1077,1043,961,NA,"0.42",NA,NA,NA,NA,"4.57",NA,NA,NA
"1499",38,1077,1043,991,NA,"0.95",NA,NA,NA,NA,"4.61",NA,NA,NA
"1500",38,1077,1043,959,NA,"0.39",NA,NA,NA,NA,"4.73",NA,NA,NA
"1501",38,1077,1043,985,NA,"0.75",NA,NA,NA,NA,"4.75",NA,NA,NA
"1502",38,1077,1043,953,NA,"0.3",NA,NA,NA,NA,"4.77",NA,NA,NA
"1503",38,1077,1043,958,NA,"0.38",NA,NA,NA,NA,"4.81",NA,NA,NA
"1504",38,1077,1043,1202,NA,"0.39",NA,NA,NA,NA,"4.87",NA,NA,NA
"1505",38,1077,1043,943,NA,"0.22",NA,NA,NA,NA,"4.94",NA,NA,NA
"1506",38,1077,1043,1204,NA,"0.22",NA,NA,NA,NA,"4.97",NA,NA,NA
"1507",38,1077,1043,1203,NA,"0.2",NA,NA,NA,NA,"5",NA,NA,NA
"1508",38,1077,1043,970,NA,"0.59",NA,NA,NA,NA,"5",NA,NA,NA
"1509",38,1077,1043,975,NA,"0.67",NA,NA,NA,NA,"5",NA,NA,NA
"1510",39,291,1158,1015,NA,NA,NA,NA,"0.78",NA,NA,NA,NA,"0.25"
"1511",39,291,1158,1018,NA,NA,NA,NA,"0.88",NA,NA,NA,NA,"0.28"
"1512",39,291,1158,1456,NA,NA,NA,NA,"0.73",NA,NA,NA,NA,"0.33"
"1513",39,291,1158,1010,NA,NA,NA,NA,"0.59",NA,NA,NA,NA,"0.35"
"1514",39,291,1158,993,NA,NA,NA,NA,"0.09",NA,NA,NA,NA,"0.39"
"1515",39,291,1158,1457,NA,NA,NA,NA,"0.99",NA,NA,NA,NA,"0.43"
"1516",39,291,1158,1011,NA,NA,NA,NA,"0.72",NA,NA,NA,NA,"0.47"
"1517",39,291,1158,1007,NA,NA,NA,NA,"0.48",NA,NA,NA,NA,"0.56"
"1518",39,291,1158,1009,NA,NA,NA,NA,"0.51",NA,NA,NA,NA,"0.67"
"1519",39,291,1158,1014,NA,NA,NA,NA,"0.75",NA,NA,NA,NA,"0.75"
"1520",39,291,1158,1020,NA,NA,NA,NA,"0.89",NA,NA,NA,NA,"0.76"
"1521",39,291,1158,1458,NA,NA,NA,NA,"0.78",NA,NA,NA,NA,"0.77"
"1522",39,291,1158,1006,NA,NA,NA,NA,"0.43",NA,NA,NA,NA,"0.9"
"1523",39,291,1158,1005,NA,NA,NA,NA,"0.37",NA,NA,NA,NA,"0.95"
"1524",39,291,1158,1012,NA,NA,NA,NA,"0.73",NA,NA,NA,NA,"0.96"
"1525",39,291,1158,1002,NA,NA,NA,NA,"0.3",NA,NA,NA,NA,"0.99"
"1526",39,291,1158,994,NA,NA,NA,NA,"0.09",NA,NA,NA,NA,"1"
"1527",39,291,1158,1003,NA,NA,NA,NA,"0.32",NA,NA,NA,NA,"1.35"
"1528",39,291,1158,1000,NA,NA,NA,NA,"0.25",NA,NA,NA,NA,"1.92"
"1529",39,291,1158,999,NA,NA,NA,NA,"0.21",NA,NA,NA,NA,"1.96"
"1530",39,291,1158,1017,NA,NA,NA,NA,"0.84",NA,NA,NA,NA,"2.55"
"1531",39,291,1158,1459,NA,NA,NA,NA,"0.85",NA,NA,NA,NA,"2.59"
"1532",39,291,1158,1460,NA,NA,NA,NA,"0.09",NA,NA,NA,NA,"2.71"
"1533",39,291,1158,1016,NA,NA,NA,NA,"0.81",NA,NA,NA,NA,"2.71"
"1534",39,291,1158,1008,NA,NA,NA,NA,"0.49",NA,NA,NA,NA,"3"
"1535",39,291,1158,1004,NA,NA,NA,NA,"0.33",NA,NA,NA,NA,"3.05"
"1536",39,291,1158,998,NA,NA,NA,NA,"0.19",NA,NA,NA,NA,"3.12"
"1537",39,291,1158,995,NA,NA,NA,NA,"0.09",NA,NA,NA,NA,"3.32"
"1538",39,291,1158,1461,NA,NA,NA,NA,"0.76",NA,NA,NA,NA,"3.39"
"1539",39,291,1158,1013,NA,NA,NA,NA,"0.73",NA,NA,NA,NA,"3.4"
"1540",39,291,1158,1019,NA,NA,NA,NA,"0.88",NA,NA,NA,NA,"3.55"
"1541",39,291,1158,1462,NA,NA,NA,NA,"0.56",NA,NA,NA,NA,"3.6"
"1542",39,291,1158,1463,NA,NA,NA,NA,"0.89",NA,NA,NA,NA,"3.6"
"1543",39,291,1158,1464,NA,NA,NA,NA,"0.045",NA,NA,NA,NA,"3.64"
"1544",39,291,1158,1001,NA,NA,NA,NA,"0.28",NA,NA,NA,NA,"3.79"
"1545",39,291,1158,1465,NA,NA,NA,NA,"0.13",NA,NA,NA,NA,"3.82"
"1546",39,291,1158,996,NA,NA,NA,NA,"0.14",NA,NA,NA,NA,"4"
"1547",39,291,1158,1466,NA,NA,NA,NA,"0.06",NA,NA,NA,NA,"4.15"
"1548",39,291,1158,997,NA,NA,NA,NA,"0.15",NA,NA,NA,NA,"4.15"
"1549",39,291,1158,1467,NA,NA,NA,NA,"10",NA,NA,NA,NA,"4.29"
"1550",39,291,1158,1468,NA,NA,NA,NA,"0.64",NA,NA,NA,NA,"4.53"
"1551",39,291,1158,1469,NA,NA,NA,NA,"0.67",NA,NA,NA,NA,"4.59"
"1552",39,291,1158,1470,NA,NA,NA,NA,"0.665",NA,NA,NA,NA,"4.6"
"1553",39,291,1158,1471,NA,NA,NA,NA,"0.25",NA,NA,NA,NA,"4.88"
"1554",40,1017,1073,1025,NA,NA,"0.25",NA,NA,NA,NA,"0.25",NA,NA
"1555",40,1017,1073,1037,NA,NA,"0.75",NA,NA,NA,NA,"0.75",NA,NA
"1556",40,1017,1073,1044,NA,NA,"0.83",NA,NA,NA,NA,"1.15",NA,NA
"1557",40,1017,1073,1029,NA,NA,"0.28",NA,NA,NA,NA,"1.19",NA,NA
"1558",40,1017,1073,1026,NA,NA,"0.25",NA,NA,NA,NA,"1.25",NA,NA
"1559",40,1017,1073,1038,NA,NA,"0.75",NA,NA,NA,NA,"1.75",NA,NA
"1560",40,1017,1073,1284,NA,NA,"0.18",NA,NA,NA,NA,"1.89",NA,NA
"1561",40,1017,1073,1024,NA,NA,"0.24",NA,NA,NA,NA,"2.25",NA,NA
"1562",40,1017,1073,1285,NA,NA,"0.2",NA,NA,NA,NA,"2.28",NA,NA
"1563",40,1017,1073,1036,NA,NA,"0.74",NA,NA,NA,NA,"2.36",NA,NA
"1564",40,1017,1073,1286,NA,NA,"0.71",NA,NA,NA,NA,"2.56",NA,NA
"1565",40,1017,1073,1039,NA,NA,"0.75; 0.79",NA,NA,NA,NA,"2.75; 3.95",NA,NA
"1566",40,1017,1073,1034,NA,NA,"0.56",NA,NA,NA,NA,"2.86",NA,NA
"1567",40,1017,1073,1033,NA,NA,"0.53",NA,NA,NA,NA,"3.01",NA,NA
"1568",40,1017,1073,1023,NA,NA,"0.13",NA,NA,NA,NA,"3.07",NA,NA
"1569",40,1017,1073,1027,NA,NA,"0.25",NA,NA,NA,NA,"3.25",NA,NA
"1570",40,1017,1073,1035,NA,NA,"0.66",NA,NA,NA,NA,"3.36",NA,NA
"1571",40,1017,1073,1040,NA,NA,"0.75",NA,NA,NA,NA,"3.46",NA,NA
"1572",40,1017,1073,1021,NA,NA,"0.03",NA,NA,NA,NA,"3.67",NA,NA
"1573",40,1017,1073,1041,NA,NA,"0.75",NA,NA,NA,NA,"3.75",NA,NA
"1574",40,1017,1073,1030,NA,NA,"0.29",NA,NA,NA,NA,"3.85",NA,NA
"1575",40,1017,1073,1028,NA,NA,"0.25",NA,NA,NA,NA,"4.25",NA,NA
"1576",40,1017,1073,1031,NA,NA,"0.5",NA,NA,NA,NA,"4.64",NA,NA
"1577",40,1017,1073,1042,NA,NA,"0.75",NA,NA,NA,NA,"4.75",NA,NA
"1578",40,1017,1073,1022,NA,NA,"0.09",NA,NA,NA,NA,"4.79",NA,NA
"1579",40,1017,1073,1032,NA,NA,"0.51",NA,NA,NA,NA,"4.89",NA,NA
